mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native_dram,1772767065.4737,1772767078.2623641,2.329,0.4492,0.4492,3.298,,13.09606409072876,0.3073999881744385
native_dram,1772767065.171,1772767078.3136811,2.7052,0.6542,0.6542,4.2793,,13.147381067276001,0.0046999454498291016
native_dram,1772767065.3646,1772767078.3649998,1.9203,0.6527,0.6527,3.5479,,13.198699712753296,0.19829988479614258
native_dram,1772767065.3575,1772767078.5878332,2.1588,0.6509,0.6509,3.7853,,13.421533107757568,0.19120001792907715
native_dram,1772767065.2933,1772767078.6525228,2.6962,0.655,0.655,4.3239,,13.486222743988037,0.1269998550415039
native_dram,1772767065.3441,1772767078.6787274,2.2832,0.6537,0.6537,3.9111,,13.51242733001709,0.17779994010925293
native_dram,1772767065.259,1772767078.6944568,2.9407,0.6542,0.6542,4.5695,,13.528156757354736,0.09270000457763672
native_dram,1772767065.9438,1772767078.7495234,1.9048,0.1728,0.1728,2.5659,,13.583223342895508,0.7774999141693115
native_dram,1772767065.4648,1772767078.8720593,1.7969,0.6544,0.6544,3.4244,,13.705759286880493,0.29849982261657715
native_dram,1772767066.0126,1772767078.9691591,0.163,0.1155,0.1155,0.4721,,13.80285906791687,0.8462998867034912
native_dram,1772767065.9914,1772767078.9989398,0.3464,0.094,0.094,0.8076,,13.832639694213867,0.8250999450683594
native_dram,1772767066.0187,1772767079.0239286,0.4901,0.1436,0.1436,0.8016,,13.857628583908081,0.8523998260498047
native_dram,1772767066.0274,1772767080.4298873,0.1436,0.1547,0.1547,1.1994,,15.263587236404419,0.8610999584197998
native_dram,1772767066.0743,1772767080.9045575,0.2233,0.1546,0.1546,1.5331,,15.73825740814209,0.9079999923706055
native_dram,1772767066.0811,1772767081.0939775,0.2816,0.179,0.179,1.6119,,15.927677392959595,0.9147999286651611
native_dram,1772767066.09,1772767081.3114934,0.292,0.1804,0.1804,1.6751,,16.145193338394165,0.9236998558044434
native_dram,1772767066.1334,1772767081.6244755,0.2212,0.1804,0.1804,1.6985,,16.45817542076111,0.9670999050140381
native_dram,1772767066.1448,1772767081.7352645,0.2285,0.181,0.181,1.7249,,16.56896448135376,0.9784998893737793
native_dram,1772767066.1505,1772767081.9103737,0.2495,0.177,0.177,1.7434,,16.744073629379272,0.9842000007629395
native_dram,1772767066.1608,1772767082.052994,0.264,0.177,0.177,1.6675,,16.886693954467773,0.994499921798706
native_dram,1772767066.1712,1772767082.2257771,0.282,0.1783,0.1783,1.6916,,17.05947709083557,1.0048999786376953
native_dram,1772767066.212,1772767082.226226,0.2812,0.196,0.196,1.5185,,17.05992603302002,1.0456998348236084
native_dram,1772767066.2181,1772767082.2910466,0.358,0.1764,0.1764,1.4283,,17.124746561050415,1.051800012588501
native_dram,1772767066.2638,1772767082.4166546,0.5281,0.125,0.125,1.3684,,17.250354528427124,1.0974998474121094
native_dram,1772767066.2796,1772767082.5233834,0.3323,0.1379,0.1379,1.064,,17.357083320617676,1.11329984664917
native_dram,1772767066.2741,1772767082.576023,0.4643,0.128,0.128,1.2119,,17.409723043441772,1.107800006866455
native_dram,1772767066.2902,1772767082.7635763,0.2708,0.1512,0.1512,0.8691,,17.597276210784912,1.1238999366760254
native_dram,1772767066.3009,1772767082.7821612,0.2181,0.1579,0.1579,0.7031,,17.615861177444458,1.1345999240875244
native_dram,1772767066.3453,1772767082.8175836,0.2162,0.0815,0.0815,0.5776,,17.651283502578735,1.178999900817871
native_dram,1772767066.3486,1772767082.8264635,0.1675,0.0302,0.0302,0.418,,17.660163402557373,1.1822998523712158
native_dram,1772767066.4071,1772767083.7425063,0.1676,0.1261,0.1261,0.8268,,18.57620620727539,1.240799903869629
native_dram,1772767066.4159,1772767083.9220123,0.1785,0.1263,0.1263,0.8262,,18.755712270736694,1.2495999336242676
native_dram,1772767066.4241,1772767083.97402,0.2154,0.1159,0.1159,0.7513,,18.807719945907593,1.2577998638153076
native_dram,1772767066.4318,1772767084.149698,0.1526,0.1193,0.1193,0.6995,,18.983397960662842,1.2654998302459717
native_dram,1772767066.471,1772767084.4201186,0.2225,0.1563,0.1563,0.8067,,19.25381851196289,1.3046998977661133
native_dram,1772767066.4744,1772767084.522231,0.2154,0.1514,0.1514,0.7952,,19.355931043624878,1.3080999851226807
native_dram,1772767066.5074,1772767084.7167947,0.1936,0.1655,0.1655,0.7891,,19.55049467086792,1.3410999774932861
native_dram,1772767066.5333,1772767084.8813958,0.2658,0.0834,0.0834,0.7447,,19.71509575843811,1.366999864578247
native_dram,1772767066.5388,1772767084.9460216,0.1856,0.0808,0.0808,0.6004,,19.77972149848938,1.372499942779541
native_dram,1772767066.5472,1772767085.0979965,0.1873,0.0929,0.0929,0.5652,,19.93169641494751,1.3808999061584473
native_dram,1772767066.5581,1772767085.2879725,0.1593,0.093,0.093,0.5694,,20.12167239189148,1.3917999267578125
native_dram,1772767066.5994,1772767085.5078764,0.1753,0.127,0.127,0.6334,,20.34157633781433,1.4330999851226807
native_dram,1772767066.6045,1772767085.7150078,0.1601,0.1271,0.1271,0.6151,,20.548707723617554,1.4381999969482422
native_dram,1772767066.6178,1772767085.7914422,0.2189,0.0828,0.0828,0.4908,,20.625142097473145,1.4514999389648438
native_dram,1772767066.6242,1772767086.0085025,0.162,0.163,0.163,0.5574,,20.84220242500305,1.457900047302246
native_dram,1772767066.6746,1772767086.7543852,0.31,0.0983,0.0983,0.9743,,21.588085174560547,1.5082998275756836
native_dram,1772767066.7741,1772767086.921774,0.1965,0.101,0.101,0.8093,,21.755473852157593,1.607800006866455
native_dram,1772767066.7812,1772767086.9830966,0.1534,0.1013,0.1013,0.7506,,21.81679654121399,1.6148998737335205
native_dram,1772767066.8252,1772767087.0686524,0.1489,0.0987,0.0987,0.5714,,21.902352333068848,1.6589000225067139
native_dram,1772767066.821,1772767087.0998323,0.1935,0.0979,0.0979,0.7387,,21.933532238006592,1.6547000408172607
native_dram,1772767066.8359,1772767087.1472921,0.1673,0.0739,0.0739,0.4952,,21.980992078781128,1.669600009918213
native_dram,1772767066.8892,1772767087.1984532,0.1744,0.0318,0.0318,0.425,,22.032153129577637,1.7228999137878418
native_dram,1772767066.8994,1772767087.77285,0.2261,0.1336,0.1336,0.6931,,22.606549978256226,1.7330999374389648
native_dram,1772767066.9051,1772767087.9766788,0.2191,0.0785,0.0785,0.5862,,22.810378789901733,1.738800048828125
native_dram,1772767066.9141,1772767088.0883892,0.2216,0.044,0.044,0.5326,,22.922089099884033,1.7477998733520508
native_dram,1772767066.958,1772767088.1782014,0.137,0.1468,0.1468,0.5582,,23.011901378631592,1.7916998863220215
native_dram,1772767066.9632,1772767088.588009,0.1105,0.1666,0.1666,0.7906,,23.421709060668945,1.7969000339508057
native_dram,1772767067.0528,1772767088.886598,,,,0.2679,,23.720298051834106,1.8864998817443848
native_dram,1772767067.0106,1772767088.9882321,0.251,0.1613,0.1613,1.0321,,23.821932077407837,1.8443000316619873
native_dram,1772767067.0267,1772767089.1576555,0.179,0.1719,0.1719,0.9907,,23.991355419158936,1.8603999614715576
native_dram,1772767067.0887,1772767089.2985663,,,,0.2002,,24.13226628303528,1.9223999977111816
native_dram,1772767067.0332,1772767089.3845925,0.2512,0.1599,0.1599,1.058,,24.218292474746704,1.8668999671936035
native_dram,1772767067.0418,1772767089.4536028,0.2503,0.1599,0.1599,0.9712,,24.28730273246765,1.875499963760376
native_dram,1772767067.0826,1772767089.596146,0.1714,0.1392,0.1392,0.7799,,24.429846048355103,1.9163000583648682
native_dram,1772767067.1349,1772767089.8353422,0.2447,0.1202,0.1202,0.6832,,24.669042110443115,1.9686000347137451
native_dram,1772767067.1405,1772767090.002452,0.1555,0.1201,0.1201,0.6021,,24.836151838302612,1.9742000102996826
native_dram,1772767067.1512,1772767090.3201091,0.185,0.1008,0.1008,0.7021,,25.153809070587158,1.9848999977111816
native_dram,1772767067.1604,1772767090.5163445,0.179,0.1023,0.1023,0.6763,,25.35004448890686,1.9940998554229736
native_dram,1772767067.1717,1772767090.6039984,0.1981,0.0896,0.0896,0.5957,,25.437698364257812,2.0053999423980713
native_dram,1772767067.1796,1772767090.6731687,0.1463,0.0895,0.0895,0.5048,,25.506868600845337,2.0132999420166016
native_dram,1772767067.2133,1772767090.8201654,0.1716,0.0883,0.0883,0.5061,,25.653865337371826,2.046999931335449
native_dram,1772767067.2189,1772767091.5513787,0.1863,0.1705,0.1705,0.9758,,26.38507866859436,2.0525999069213867
native_dram,1772767067.3579,1772767091.8869126,,,,0.3471,,26.72061252593994,2.1915998458862305
native_dram,1772767067.3672,1772767091.9488924,,,,0.2185,,26.782592296600342,2.200899839401245
native_dram,1772767067.2296,1772767092.1116173,0.1737,0.1793,0.1793,1.2863,,26.945317268371582,2.0632998943328857
native_dram,1772767067.2857,1772767092.1762528,0.2394,0.21,0.21,1.2119,,27.009952783584595,2.1194000244140625
native_dram,1772767067.4192,1772767092.4059622,,,,0.2106,,27.239662170410156,2.2528998851776123
native_dram,1772767067.3058,1772767092.4846015,0.3699,0.1897,0.1897,1.0791,,27.31830143928528,2.1394999027252197
native_dram,1772767067.2969,1772767092.527333,0.2676,0.21,0.21,1.1874,,27.361032962799072,2.1305999755859375
native_dram,1772767067.3527,1772767092.548793,0.469,0.102,0.102,0.9898,,27.382493019104004,2.1863999366760254
native_dram,1772767067.4089,1772767092.6099703,0.2117,0.1047,0.1047,0.6353,,27.44367027282715,2.2425999641418457
native_dram,1772767067.4231,1772767092.6953964,0.1601,0.0282,0.0282,0.3749,,27.529096364974976,2.2567999362945557
native_dram,1772767067.4462,1772767093.2677286,,,,0.2162,,28.101428508758545,2.279899835586548
native_dram,1772767067.4344,1772767093.5592496,0.1157,0.1469,0.1469,0.7146,,28.39294958114624,2.2681000232696533
native_dram,1772767067.4957,1772767093.914976,0.2235,0.1197,0.1197,0.7173,,28.74867582321167,2.329399824142456
native_dram,1772767067.4992,1772767094.0860877,0.2129,0.1182,0.1182,0.6573,,28.919787645339966,2.332900047302246
native_dram,1772767067.51,1772767094.1342762,0.0867,0.1192,0.1192,0.5501,,28.967976093292236,2.3436999320983887
native_dram,1772767067.553,1772767094.2976782,0.2058,0.0567,0.0567,0.553,,29.131378173828125,2.386699914932251
native_dram,1772767067.5678,1772767094.5121286,0.1785,0.1343,0.1343,0.6449,,29.345828533172607,2.4014999866485596
native_dram,1772767067.6348,1772767094.9324882,,,,0.2176,,29.766188144683838,2.4684998989105225
native_dram,1772767067.5767,1772767095.452557,0.294,0.1732,0.1732,1.2982,,30.286257028579712,2.410399913787842
native_dram,1772767067.5813,1772767095.6173632,0.2348,0.1804,0.1804,1.2656,,30.45106315612793,2.4149999618530273
native_dram,1772767067.5948,1772767095.8166568,0.2024,0.1786,0.1786,1.3238,,30.650356769561768,2.428499937057495
native_dram,1772767067.7752,1772767096.227825,,,,0.2107,,31.061524868011475,2.6088998317718506
native_dram,1772767067.64,1772767096.2485116,0.2511,0.1824,0.1824,1.4172,,31.0822114944458,2.4737000465393066
native_dram,1772767067.6794,1772767096.4516647,0.238,0.1816,0.1816,1.3964,,31.285364627838135,2.5130999088287354
native_dram,1772767067.6899,1772767096.4540803,0.3052,0.166,0.166,1.3101,,31.287780284881592,2.523599863052368
native_dram,1772767067.6959,1772767096.712468,0.2536,0.1719,0.1719,1.3151,,31.546167850494385,2.529599905014038
native_dram,1772767067.8323,1772767096.770982,0.2478,,,0.2733,,31.604681968688965,2.6659998893737793
native_dram,1772767067.7072,1772767096.7905633,0.3282,0.1654,0.1654,1.2118,,31.624263286590576,2.5408999919891357
native_dram,1772767067.7243,1772767096.937414,0.2757,0.171,0.171,1.0469,,31.771113872528076,2.557999849319458
native_dram,1772767067.7163,1772767096.937548,0.3261,0.1714,0.1714,1.092,,31.77124786376953,2.549999952316284
native_dram,1772767067.7805,1772767097.0622687,0.237,0.1663,0.1663,0.7974,,31.895968675613403,2.6141998767852783
native_dram,1772767067.8413,1772767097.122622,0.2152,0.0308,0.0308,0.4409,,31.956321954727173,2.674999952316284
native_dram,1772767067.8482,1772767097.8549197,0.2365,0.1427,0.1427,0.743,,32.68861961364746,2.6819000244140625
native_dram,1772767067.8585,1772767097.9207149,0.1841,0.1429,0.1429,0.6378,,32.754414796829224,2.692199945449829
native_dram,1772767067.9894,1772767098.0518966,,,,0.1527,,32.88559651374817,2.8230998516082764
native_dram,1772767067.9832,1772767098.1288898,0.1411,0.0736,0.0736,0.4817,,32.962589740753174,2.8169000148773193
native_dram,1772767067.8697,1772767098.1566312,0.2332,0.072,0.072,0.5969,,32.990331172943115,2.703399896621704
native_dram,1772767068.0012,1772767099.0295093,0.2237,0.1515,0.1515,0.8802,,33.86320924758911,2.83489990234375
native_dram,1772767068.0462,1772767099.0915744,0.2578,0.0811,0.0811,0.6395,,33.92527437210083,2.8798999786376953
native_dram,1772767068.0501,1772767099.2014303,0.2047,0.0829,0.0829,0.5113,,34.03513026237488,2.8838000297546387
native_dram,1772767068.0079,1772767099.2337894,0.2063,0.1512,0.1512,0.7907,,34.06748938560486,2.841599941253662
native_dram,1772767068.0844,1772767099.2610245,0.1606,0.04,0.04,0.4117,,34.09472441673279,2.918099880218506
native_dram,1772767068.1084,1772767099.7287283,0.2046,0.1363,0.1363,0.6635,,34.56242823600769,2.9421000480651855
native_dram,1772767068.1361,1772767100.040704,,,,0.2523,,34.874403953552246,2.9697999954223633
native_dram,1772767068.1759,1772767100.075679,0.1908,,,0.2075,,34.90937900543213,3.0095999240875244
native_dram,1772767068.1163,1772767100.279745,0.2125,0.1286,0.1286,0.8632,,35.11344504356384,2.950000047683716
native_dram,1772767068.1229,1772767100.3447688,0.222,0.1298,0.1298,0.793,,35.17846870422363,2.9565999507904053
native_dram,1772767068.18,1772767100.8175206,0.1817,0.127,0.127,0.7077,,35.65122056007385,3.013700008392334
