mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native,1772596802.3593,1772596829.608431,0.1674,0.1581,0.1581,0.9102,,209.99913120269775,182.75
native,1772596802.4772,1772596829.6353502,0.2214,0.1381,0.1381,0.8148,,210.02605032920837,182.86790013313293
native,1772596802.5645,1772596829.7077432,0.2418,0.1404,0.1404,0.7609,,210.09844326972961,182.9552001953125
native,1772596802.6727,1772596829.7340417,0.2869,0.1138,0.1138,0.6825,,210.12474179267883,183.0634000301361
native,1772596802.8593,1772596829.757177,0.1974,0.0323,0.0323,0.4994,,210.1478772163391,183.25
native,1772596802.9753,1772596829.7773466,0.12,0.0311,0.0311,0.4044,,210.16804671287537,183.36600017547607
native,1772596803.0589,1772596830.0566933,0.092,0.1421,0.1421,0.5674,,210.4473934173584,183.44960021972656
native,1772596803.1592,1772596830.173055,0.0824,0.1423,0.1423,0.5652,,210.5637550354004,183.54990005493164
native,1772596803.2662,1772596830.3014443,0.2005,0.1075,0.1075,0.5639,,210.6921443939209,183.6569001674652
native,1772596803.3677,1772596830.4292867,0.2301,0.1125,0.1125,0.603,,210.81998682022095,183.75840020179749
native,1772596803.7594,1772596830.4453204,,,,0.1569,,210.83602046966553,184.15009999275208
native,1772596803.4595,1772596830.5446637,0.1613,0.1117,0.1117,0.6043,,210.93536376953125,183.850200176239
native,1772596803.5603,1772596830.565016,0.0877,0.1132,0.1132,0.5169,,210.95571613311768,183.95100021362305
native,1772596803.6594,1772596830.6732512,0.0776,0.1128,0.1128,0.5118,,211.063951253891,184.0501000881195
native,1772596803.8591,1772596830.8268518,0.1578,0.0321,0.0321,0.4347,,211.21755194664001,184.2498002052307
native,1772596803.9663,1772596830.8661678,0.0903,0.0314,0.0314,0.3509,,211.2568678855896,184.35700011253357
native,1772596804.0597,1772596831.0221672,0.0821,0.0976,0.0976,0.404,,211.41286730766296,184.45040011405945
native,1772596804.1679,1772596831.6042578,0.0619,0.2138,0.2138,0.8655,,211.99495792388916,184.55860018730164
native,1772596804.2812,1772596832.4191804,0.1498,0.2339,0.2339,1.5337,,212.8098804950714,184.6719000339508
native,1772596804.3622,1772596832.4492462,0.2188,0.2337,0.2337,1.4856,,212.839946269989,184.7529001235962
native,1772596804.4605,1772596832.6131916,0.2892,0.2345,0.2345,1.5382,,213.00389170646667,184.85120010375977
native,1772596805.7694,1772596832.761207,,,,0.2222,,213.15190720558167,186.16009998321533
native,1772596804.6611,1772596832.770718,0.3099,0.2328,0.2328,1.4566,,213.16141819953918,185.0518000125885
native,1772596804.5597,1772596832.7855473,0.4205,0.2332,0.2332,1.5679,,213.17624735832214,184.95040011405945
native,1772596804.8601,1772596832.90517,0.3473,0.161,0.161,1.3899,,213.2958700656891,185.25080013275146
native,1772596804.7616,1772596832.9262288,0.4568,0.1611,0.1611,1.5021,,213.3169288635254,185.15230011940002
native,1772596805.0783,1772596833.0602937,0.3942,0.1479,0.1479,1.2993,,213.4509937763214,185.46900010108948
native,1772596804.9691,1772596833.0636241,0.4881,0.145,0.145,1.3897,,213.45432424545288,185.35980010032654
native,1772596805.1595,1772596833.132991,0.4122,0.1478,0.1478,1.282,,213.52369117736816,185.55019998550415
native,1772596805.2602,1772596833.1600194,0.3236,0.1437,0.1437,1.1934,,213.550719499588,185.65090012550354
native,1772596805.3602,1772596833.3116465,0.3154,0.1513,0.1513,1.2357,,213.70234656333923,185.7509000301361
native,1772596805.459,1772596833.3544536,0.2107,0.1519,0.1519,1.1543,,213.7451536655426,185.84970021247864
native,1772596805.6601,1772596833.4931798,0.1979,0.1531,0.1531,1.0819,,213.88387989997864,186.05080008506775
native,1772596805.8611,1772596833.6458848,0.2556,0.1521,0.1521,0.9983,,214.03658485412598,186.25180006027222
native,1772596806.0592,1772596833.6810064,0.1761,0.1528,0.1528,0.8217,,214.071706533432,186.44990015029907
native,1772596805.9598,1772596833.7019057,0.2803,0.154,0.154,0.9251,,214.0926058292389,186.35050010681152
native,1772596806.1596,1772596833.7395718,0.1775,0.1555,0.1555,0.7439,,214.1302719116211,186.55030012130737
native,1772596806.266,1772596833.7559118,0.2098,0.1138,0.1138,0.6299,,214.14661192893982,186.65670013427734
native,1772596806.3587,1772596833.7774546,0.2139,0.1149,0.1149,0.5531,,214.1681547164917,186.74940013885498
native,1772596806.4608,1772596833.9056184,0.1147,0.1146,0.1146,0.5409,,214.29631853103638,186.85150003433228
native,1772596806.5593,1772596833.9837303,0.1447,0.1101,0.1101,0.5165,,214.37443041801453,186.95000004768372
native,1772596806.7649,1772596834.168851,0.1636,0.0628,0.0628,0.4284,,214.5595510005951,187.15560007095337
native,1772596806.8733,1772596834.193081,0.147,0.0198,0.0198,0.3716,,214.58378100395203,187.26400017738342
native,1772596807.0601,1772596834.557095,0.0619,0.1093,0.1093,0.4977,,214.94779515266418,187.45080018043518
native,1772596807.1598,1772596834.8494256,0.0815,0.1089,0.1089,0.6775,,215.24012565612793,187.55050015449524
native,1772596807.2701,1772596835.063604,0.1486,0.1331,0.1331,0.7803,,215.45430421829224,187.66080021858215
native,1772596807.36,1772596835.0958047,0.1674,0.1331,0.1331,0.7066,,215.48650479316711,187.75069999694824
native,1772596807.4593,1772596835.2245755,0.165,0.1344,0.1344,0.7217,,215.61527562141418,187.85000014305115
native,1772596807.5599,1772596835.3554409,0.1096,0.1341,0.1341,0.7431,,215.74614095687866,187.95060014724731
