orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,execution_time,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib
40.0,0,1769134417.4217,0.1321,27,32,59,0.8466,0.4723,0.9724,,2.6954,-39.0213,0.0,0.0,1769134420.2749586,100.0,3,3,0.0,0,0,0,12.58,15.0
20.0,0,1769134417.9639,0.0611,27,32,59,0.7001,0.4874,0.6542,,2.2445,-19.2388,0.0,0.0,1769134420.2840579,100.0,4,4,0.0,0,0,0,13.46,15.0
17.0,1,1769134418.3046,0.0899,3245,0,3245,,,,,0.9671,-15.943,0.0,0.0,1769134420.3045201,100.0,6,6,0.023,5,1,0,13.46,15.0
30.0,0,1769134417.5369,0.1405,27,32,59,0.725,0.483,0.9735,,2.6016,-29.1345,0.0,0.0,1769134420.329518,100.0,6,6,0.0,0,0,0,13.46,15.0
30.0,0,1769134417.7712,0.3837,27,32,59,0.5723,0.4746,0.6512,,2.1353,-29.044,0.0,0.0,1769134420.3297875,100.0,6,6,0.023,5,1,0,13.46,15.0
44.0,0,1769134417.7267,0.0646,27,32,59,0.6081,0.4678,0.9781,,2.4955,-43.3273,0.0,0.0,1769134420.3347318,100.0,6,6,0.0,0,0,0,13.46,15.0
22.0,0,1769134419.2279,1.4285,27,32,59,2.5477,0.0244,0.0299,,3.1686,-18.0238,0.0,0.0,1769134423.828068,100.0,9,9,0.084,5,0,0,14.14,15.0
24.0,0,1769134419.5725,1.3556,27,32,59,2.2756,0.0256,0.0306,,2.8992,-20.3688,0.0,0.0,1769134423.8287292,100.0,9,9,0.084,5,0,0,14.14,15.0
10.0,0,1769134420.9951,0.06,27,32,59,2.1464,0.0261,0.0342,,2.7727,-7.7936,0.0,0.0,1769134423.829176,100.0,9,9,0.084,5,0,0,14.14,15.0
10.0,0,1769134423.529,0.4716,27,32,59,0.0709,0.0495,0.7613,,1.5076,-9.4576,0.0,0.0,1769134425.509267,100.0,10,10,0.108,7,0,0,14.14,15.0
11.0,0,1769134425.362,0.3779,27,32,59,0.0666,0.0283,0.0316,,0.7393,-10.5555,0.0,0.0,1769134426.4801297,100.0,11,11,0.133,9,0,0,14.2,15.0
18.0,0,1769134423.2843,3.3839,27,0,27,,,,,0.0837,-14.5324,0.0,0.0,1769134426.7542617,100.0,12,12,0.134,9,0,0,14.2,15.0
19.0,0,1769134422.5922,4.3895,27,32,59,0.0759,0.0284,0.0306,,0.7375,-14.5346,0.0,0.0,1769134427.7231355,100.0,13,13,0.135,9,0,0,14.2,15.0
22.0,1,1769134418.277,0.25,3326,419,3745,0.8343,0.0315,0.0664,,13.3524,-8.3976,0.0,0.0,1769134431.8924863,100.0,14,14,0.034,8,0,0,13.46,15.0
16.0,0,1769134425.5978,6.4555,27,32,59,0.0714,0.026,0.0301,,0.7537,-9.4731,0.0,0.0,1769134432.8097174,100.0,15,15,0.14,9,0,0,14.2,15.0
19.0,0,1769134423.4486,9.5442,27,32,59,0.0668,0.0297,0.0377,,0.7506,-9.389,0.0,0.0,1769134433.7460554,100.0,16,16,0.141,9,0,0,14.2,15.0
16.0,1,1769134423.2378,0.9075,3015,806,3821,0.3948,0.0303,0.0416,,20.1949,5.1024,5.1024,5.1024,1769134444.3539057,94.12,16,17,0.108,8,0,0,14.2,15.0
32.0,1,1769134418.0175,0.2568,3151,1025,4176,0.4514,0.0306,0.0486,,28.4909,-3.2523,0.0,15.0487,1769134446.7795498,94.74,18,20,0.023,5,1,0,13.46,15.0
34.0,1,1769134417.3719,0.1048,3840,1029,4869,0.5992,0.032,0.0498,,29.2879,-4.6073,0.0,15.0487,1769134446.7800727,94.44,18,20,0.0,0,0,0,12.58,15.0
19.0,1,1769134417.8201,0.0903,3276,1031,4307,0.491,0.0318,0.0503,,28.8561,9.9463,9.9463,15.0487,1769134446.784112,90.0,18,20,0.0,0,0,0,13.46,15.0
25.0,0,1769134419.6134,27.5478,27,32,59,0.1847,0.0319,0.0325,,0.8696,2.7324,2.7324,20.6469,1769134448.0345483,85.71,18,22,0.135,8,0,0,14.2,15.0
11.0,0,1769134433.4812,13.5455,27,32,59,0.3202,0.0332,0.0334,,1.0076,2.8657,2.8657,20.6469,1769134448.0352912,81.82,18,22,0.135,8,0,0,14.2,15.0
22.0,1,1769134419.641,1.1541,3898,1025,4923,2.4055,0.0314,0.0517,,28.6127,7.7668,7.7668,60.1447,1769134449.4225965,78.26,18,25,0.084,5,0,0,14.14,15.0
13.0,1,1769134420.9119,0.292,3194,1030,4224,1.9986,0.0311,0.0485,,28.2046,15.4966,15.4966,60.1447,1769134449.4238913,75.0,18,25,0.084,5,0,0,14.14,15.0
14.0,1,1769134419.1768,1.3487,12339,1029,13368,1.9647,0.0322,0.0508,,28.8858,16.2344,16.2344,60.1447,1769134449.4447598,72.0,18,25,0.045,4,0,0,13.76,15.0
15.0,0,1769134429.7339,18.5271,27,32,59,0.0717,0.0598,0.4676,,1.2266,3.5988,3.5988,63.7435,1769134449.4886885,69.23,18,26,0.136,8,0,0,14.2,15.0
16.0,0,1769134430.7473,18.8793,27,32,59,0.0495,0.0603,0.6239,,1.2949,2.9288,2.9288,66.6723,1769134450.923468,66.67,18,27,0.079,6,0,0,14.2,15.0
18.0,1,1769134421.5912,2.6884,4378,1031,5409,0.6989,0.0316,0.0552,,26.7204,11.4088,11.4088,78.0811,1769134451.0193565,64.29,18,28,0.118,9,0,0,14.2,15.0
21.0,0,1769134425.8777,24.1963,27,32,59,0.3839,0.026,0.0269,,1.0077,3.5802,3.5802,81.6613,1769134451.0831208,62.07,18,29,0.089,8,0,0,14.2,15.0
28.0,0,1769134419.2641,31.9284,27,32,59,0.0699,0.0423,0.05,,0.7259,3.9983,3.9983,85.6596,1769134451.9193506,60.0,18,30,0.082,7,0,0,14.2,15.0
14.0,0,1769134433.4379,17.8334,27,32,59,0.062,0.0273,0.0474,,0.683,3.8954,3.8954,89.555,1769134451.9555738,58.06,18,31,0.082,8,0,0,14.2,15.0
20.0,0,1769134428.1822,23.271,27,31,58,0.0664,0.0253,0.0254,,0.6449,3.3374,3.3374,92.8923,1769134452.0991228,56.25,18,32,0.083,9,0,0,14.2,15.0
26.0,0,1769134422.4691,29.6482,27,32,59,0.0642,0.0545,0.3412,,1.0187,3.7124,3.7124,96.6047,1769134453.1391785,54.55,18,33,0.083,7,0,0,14.2,15.0
13.0,0,1769134436.1116,16.2915,27,32,59,0.2617,0.0321,0.0328,,0.8652,3.5532,3.5532,100.1579,1769134453.2714708,52.94,18,34,0.093,9,0,0,14.2,15.0
24.0,0,1769134425.1421,28.1956,27,32,59,0.0569,0.0637,0.6312,,1.3516,4.2526,4.2526,104.4104,1769134454.6913085,51.43,18,35,0.094,8,0,0,14.2,15.0
13.0,1,1769134427.6599,0.2418,3299,1034,4333,0.3849,0.0318,0.0566,,26.8639,14.1057,14.1057,118.5161,1769134454.7879267,50.0,18,36,0.136,9,0,0,14.2,15.0
11.0,0,1769134438.6082,16.2704,27,32,59,0.0792,0.0577,0.2998,,1.0241,5.3497,5.3497,123.8658,1769134455.903701,48.65,18,37,0.1,8,0,0,14.2,15.0
11.0,0,1769134438.6687,17.426,27,32,59,0.0525,0.0299,0.0337,,0.6913,6.4785,6.4785,130.3443,1769134456.7874181,47.37,18,38,0.11,9,0,0,14.2,15.0
15.0,0,1769134434.7954,22.1282,27,32,59,0.052,0.0295,0.0346,,0.6887,7.1803,7.1803,137.5246,1769134457.6150517,46.15,18,39,0.112,9,0,0,14.2,15.0
22.0,1,1769134420.9847,12.9689,3069,958,4027,0.3733,0.0323,0.0726,,25.3683,16.3372,16.3372,153.8617,1769134459.3450809,45.0,18,40,0.142,9,0,0,14.2,15.0
22.0,1,1769134421.2151,23.3624,2955,703,3658,0.362,0.0323,0.296,,18.9226,20.2851,20.2851,174.1468,1769134463.5190105,43.9,18,41,0.154,9,0,0,14.2,15.0
31.0,1,1769134420.6017,43.1341,3803,0,3803,,,,,0.4476,12.5816,12.5816,186.7284,1769134464.1973865,42.86,18,42,0.117,9,0,0,14.2,15.0
18.0,1,1769134426.082,20.8084,3750,1023,4773,0.4416,0.0304,0.0672,,26.2295,29.0379,29.0379,215.7663,1769134473.139495,41.86,18,43,0.123,7,0,0,14.2,15.0
24.0,1,1769134421.4716,26.9795,4376,1027,5403,0.5306,0.0315,0.0727,,26.2641,29.2436,29.2436,245.0099,1769134474.7386644,40.91,18,44,0.137,9,0,0,14.2,15.0
25.0,1,1769134421.7721,28.0226,3022,1022,4044,0.3699,0.0313,0.2171,,26.4422,29.4648,29.4648,303.9296,1769134476.2518485,40.0,18,46,0.079,7,0,0,14.2,15.0
26.0,1,1769134420.7859,29.1529,3044,1028,4072,0.5199,0.0304,0.0704,,26.302,29.4549,29.4549,303.9296,1769134476.2595263,39.13,18,46,0.089,8,0,0,14.2,15.0
27.0,0,1769134424.9828,51.4253,27,32,59,0.0624,0.0657,0.6425,,1.4136,24.4876,24.4876,328.4172,1769134477.8226802,38.3,18,47,0.114,8,0,0,14.2,15.0
31.0,1,1769134420.8471,54.1346,5236,77,5313,0.6775,0.0356,0.6425,,3.0734,26.208,26.208,354.6252,1769134478.0737848,37.5,18,48,0.122,9,0,0,14.2,15.0
24.0,1,1769134428.4463,49.5984,3245,0,3245,,,,,0.4328,26.0312,26.0312,380.6564,1769134478.4881291,36.73,18,49,0.134,9,0,0,14.2,15.0
19.0,0,1769134434.9655,43.6209,27,32,59,0.2167,0.0297,0.0338,,0.8994,24.8376,24.8376,405.494,1769134479.4891036,36.0,18,50,0.127,9,0,0,14.2,15.0
16.0,1,1769134432.7053,19.5704,3069,1028,4097,0.3843,0.03,0.2371,,27.3153,30.8857,30.8857,436.3798,1769134479.6124816,35.29,18,51,0.084,8,0,0,14.2,15.0
17.0,1,1769134432.5128,20.9909,5661,1024,6685,0.692,0.031,0.2292,,27.7911,31.782,31.782,468.1617,1769134481.3173847,34.62,18,52,0.095,9,0,0,14.2,15.0
25.0,0,1769134429.4225,52.0045,27,32,59,0.0669,0.0256,0.0281,,0.7237,27.0714,27.0714,495.2331,1769134482.1516933,33.96,18,53,0.117,9,0,0,14.2,15.0
14.0,1,1769134435.6373,19.3894,2948,1024,3972,0.3714,0.0295,0.0681,,27.1886,32.578,32.578,527.8111,1769134482.2367296,33.33,18,54,0.1,9,0,0,14.2,15.0
26.0,1,1769134424.4134,33.3436,3354,1026,4380,0.3877,0.031,0.0748,,29.1344,36.478,36.478,564.2891,1769134486.9085228,32.73,18,55,0.113,9,0,0,14.2,15.0
28.0,0,1769134427.4559,59.624,27,32,59,0.0838,0.0316,0.0326,,0.7802,31.7079,31.7079,595.9969,1769134487.8630013,32.14,18,56,0.141,9,0,0,14.2,15.0
15.0,1,1769134436.0328,23.4387,3151,1029,4180,0.3552,0.0312,0.067,,28.9179,37.3566,37.3566,633.3535,1769134488.4044096,31.58,18,57,0.113,9,0,0,14.2,15.0
36.0,0,1769134419.5618,68.394,27,32,59,0.0699,0.0472,0.3976,,1.1681,32.4638,32.4638,665.8173,1769134489.1247778,31.03,18,58,0.142,9,0,0,14.2,15.0
27.0,0,1769134429.6805,59.6209,27,32,59,0.0855,0.0259,0.027,,0.7837,32.7064,32.7064,698.5237,1769134490.086467,30.51,18,59,0.142,9,0,0,14.2,15.0
21.0,0,1769134436.1232,54.1619,27,32,59,0.0717,0.0299,0.0348,,0.7859,33.2336,33.2336,731.7573,1769134491.0724998,30.0,18,60,0.143,9,0,0,14.2,15.0
38.0,0,1769134419.306,71.9741,27,32,59,0.0598,0.0349,0.0362,,0.7797,34.0339,34.0339,765.7912,1769134492.0619304,29.51,18,61,0.144,9,0,0,14.2,15.0
19.0,0,1769134438.587,53.6981,27,32,59,0.0636,0.029,0.0301,,0.7741,34.7617,34.7617,800.5529,1769134493.0619254,29.03,18,62,0.146,9,0,0,14.2,15.0
21.0,1,1769134430.666,33.6765,3365,1028,4393,0.3961,0.0315,0.0632,,29.6387,42.3152,42.3152,842.8681,1769134494.004707,28.57,18,63,0.117,9,0,0,14.2,15.0
26.0,0,1769134432.1733,62.0504,27,32,59,0.063,0.0284,0.0305,,0.7878,36.1134,36.1134,878.9815,1769134495.0127153,28.12,18,64,0.15,9,0,0,14.2,15.0
14.0,1,1769134443.6334,49.5919,5198,325,5523,0.6949,0.0325,0.0375,,9.044,44.6359,44.6359,923.6174,1769134502.2931094,27.69,18,65,0.147,9,0,0,14.2,15.0
23.0,1,1769134428.8032,44.5376,3979,1032,5011,0.494,0.033,0.0601,,31.0499,52.5874,52.5874,976.2049,1769134504.4129257,27.27,18,66,0.125,9,0,0,14.2,15.0
27.0,1,1769134425.0892,51.4851,5661,1015,6676,0.6973,0.0335,0.0573,,31.3366,55.8217,55.8217,1032.0265,1769134507.933864,26.87,18,67,0.115,9,0,0,14.2,15.0
34.0,1,1769134418.6012,59.5738,3159,1024,4183,0.6243,0.0332,0.0561,,31.3565,56.9303,56.9303,1088.9568,1769134509.5537188,26.47,18,68,0.127,9,0,0,14.2,15.0
29.0,0,1769134430.3666,79.3781,27,32,59,0.0799,0.0319,0.0359,,0.8398,50.458,50.458,1139.4148,1769134510.585484,26.09,18,69,0.167,9,0,0,14.2,15.0
28.0,1,1769134426.0137,53.7128,3195,1024,4219,0.4114,0.0341,0.0586,,30.9286,56.6414,56.6414,1252.5909,1769134510.672369,25.71,18,71,0.115,8,0,0,14.2,15.0
32.0,1,1769134422.1266,57.7284,3680,1025,4705,0.6436,0.0329,0.0574,,30.8063,56.5347,56.5347,1252.5909,1769134510.6736,25.35,18,71,0.125,9,0,0,14.2,15.0
41.0,0,1769134418.4469,92.4572,27,32,59,0.6375,0.029,0.034,,1.3698,52.0947,52.0947,1356.5216,1769134512.2760844,25.0,18,73,0.157,8,0,0,14.2,15.0
38.0,0,1769134421.703,89.3248,27,32,59,0.5112,0.0297,0.0377,,1.2468,51.836,51.836,1356.5216,1769134512.2764015,24.66,18,73,0.157,8,0,0,14.2,15.0
32.0,1,1769134422.6981,59.7148,3677,1030,4707,1.9239,0.0343,0.0581,,33.4655,61.1803,61.1803,1479.0783,1769134515.8945115,24.32,18,75,0.14,9,0,0,14.2,15.0
26.0,1,1769134428.5054,53.7485,10780,1026,11806,1.7136,0.0334,0.0609,,33.6279,61.3764,61.3764,1479.0783,1769134515.927237,24.0,18,75,0.105,8,0,0,14.2,15.0
25.0,0,1769134435.7129,80.4983,27,32,59,0.2768,0.0293,0.0316,,1.0413,55.7751,55.7751,1534.8533,1769134517.2547464,23.68,18,76,0.169,9,0,0,14.2,15.0
18.0,0,1769134442.8703,74.5173,27,0,27,,,,,0.0615,56.5789,56.5789,1591.4322,1769134517.449786,23.38,18,77,0.171,9,0,0,14.2,15.0
27.0,1,1769134428.9561,59.5754,3686,1024,4710,0.4426,0.0351,0.0619,,32.6365,65.2119,65.2119,1656.6441,1769134521.1917565,23.08,18,78,0.13,9,0,0,14.2,15.0
38.0,1,1769134423.8643,97.5104,5198,27,5225,0.7021,0.0332,0.0408,,1.4072,60.9176,60.9176,1717.5617,1769134522.8061948,22.78,18,79,0.17,9,0,0,14.2,15.0
26.0,1,1769134434.3638,81.7109,2970,293,3263,0.3986,0.0359,0.352,,9.359,65.0698,65.0698,1782.6315,1769134525.4475787,22.5,18,80,0.16,8,0,0,14.2,15.0
18.0,0,1769134444.2253,81.3183,27,32,59,0.0652,0.0312,0.0313,,0.8433,63.3834,63.3834,1846.015,1769134526.3895705,22.22,18,81,0.177,9,0,0,14.2,15.0
11.0,0,1769134451.5969,74.926,27,31,58,0.0743,0.0359,0.0359,,0.859,64.0003,64.0003,1910.0152,1769134527.3862598,21.95,18,82,0.179,9,0,0,14.2,15.0
20.0,1,1769134438.2953,56.9032,4000,1024,5024,0.5239,0.0342,0.2144,,33.6499,70.5531,70.5531,1980.5683,1769134528.863879,21.69,18,83,0.151,9,0,0,14.2,15.0
21.0,1,1769134437.3761,65.0486,3516,1026,4542,0.4256,0.0359,0.2235,,33.9808,78.0294,78.0294,2058.5977,1769134536.42352,21.43,18,84,0.155,9,0,0,14.2,15.0
19.0,0,1769134443.8562,92.7515,27,0,27,,,,,0.0958,73.8473,73.8473,2132.445,1769134536.7041106,21.18,18,85,0.18,9,0,0,14.2,15.0
25.0,0,1769134437.9746,98.9875,27,32,59,0.0678,0.0318,0.0366,,0.8529,74.0553,74.0553,2206.5003,1769134537.8159866,20.93,18,86,0.181,9,0,0,14.2,15.0
35.0,1,1769134423.4112,81.1051,8185,1022,9207,1.1844,0.0356,0.0642,,33.7621,79.8672,79.8672,2286.3675,1769134538.302462,20.69,18,87,0.153,9,0,0,14.2,15.0
31.0,0,1769134432.0414,105.9091,27,32,59,0.0659,0.0409,0.045,,0.846,74.975,74.975,2361.3425,1769134538.79755,20.45,18,88,0.182,9,0,0,14.2,15.0
20.0,0,1769134443.1976,95.7973,27,0,27,,,,,0.063,75.8602,75.8602,2437.2027,1769134539.0585387,20.22,18,89,0.153,9,0,0,14.2,15.0
45.0,0,1769134418.1538,120.3074,27,32,59,0.0737,0.0435,0.0496,,0.8666,75.3811,75.3811,2512.5838,1769134539.3286517,20.0,18,90,0.153,9,0,0,14.2,15.0
14.0,0,1769134449.3363,89.8322,27,32,59,0.0819,0.0469,0.3314,,1.1567,75.9142,75.9142,2588.498,1769134540.3262997,19.78,18,91,0.154,9,0,0,14.2,15.0
11.0,1,1769134447.9986,60.0468,5703,1024,6727,0.7477,0.0366,0.2647,,33.4266,82.4734,82.4734,2670.9714,1769134541.490128,19.57,18,92,0.16,9,0,0,14.2,15.0
21.0,0,1769134442.6956,99.005,27,32,59,0.078,0.0302,0.0329,,0.8127,78.0831,78.0831,2749.0544,1769134542.5144658,19.35,18,93,0.156,9,0,0,14.2,15.0
22.0,1,1769134440.0521,83.012,4467,699,5166,0.5655,0.0371,0.0522,,20.1882,81.2002,81.2002,2830.2546,1769134543.271091,19.15,18,94,0.171,9,0,0,14.2,15.0
39.0,0,1769134424.6997,117.9433,27,32,59,0.069,0.035,0.0375,,0.804,79.0123,79.0123,2993.3044,1769134543.4496791,18.75,18,96,0.157,9,0,0,14.2,15.0
39.0,1,1769134420.4089,90.345,5661,1027,6688,0.7695,0.0373,0.0624,,32.6925,84.0375,84.0375,2993.3044,1769134543.4686615,18.95,18,96,0.139,7,0,0,14.2,15.0
19.0,0,1769134444.7647,98.8661,27,32,59,0.2721,0.0295,0.034,,0.9711,80.1382,80.1382,3153.4549,1769134544.6058114,18.56,18,98,0.13,8,0,0,14.2,15.0
36.0,0,1769134427.8924,115.8751,27,32,59,0.1372,0.0275,0.0343,,0.8349,80.0123,80.0123,3153.4549,1769134544.6060133,18.37,18,98,0.13,8,0,0,14.2,15.0
23.0,1,1769134437.1996,75.286,5186,1025,6211,0.7564,0.0364,0.2626,,32.2449,84.5309,84.5309,3322.4073,1769134544.7561355,18.0,18,100,0.158,8,0,0,14.2,15.0
32.0,1,1769134428.3083,84.3037,11381,1024,12405,2.3777,0.0365,0.0628,,32.1178,84.4215,84.4215,3322.4073,1769134544.7598991,18.18,18,100,0.175,9,0,0,14.2,15.0
13.0,0,1769134451.2898,93.5226,27,14,41,0.0614,0.0614,0.0614,,0.3583,80.5839,80.5839,3402.9913,1769134545.1715453,17.82,18,101,0.071,6,0,0,14.2,15.0
35.0,0,1769134429.3749,115.6021,27,32,59,0.0666,0.0563,1.299,,1.9952,80.6686,80.6686,3483.6599,1769134546.9732075,17.65,18,102,0.071,7,0,0,14.2,15.0
31.0,1,1769134433.966,113.2864,3940,0,3940,,,,,0.492,82.7784,82.7784,3566.4383,1769134547.7591715,17.48,18,103,0.109,9,0,0,14.2,15.0
39.0,1,1769134422.1482,95.5487,3103,1022,4125,0.398,0.0363,0.0665,,30.7525,87.3012,87.3012,3653.7394,1769134548.4717994,17.31,18,104,0.171,9,0,0,14.2,15.0
26.0,0,1769134439.2784,108.6685,27,32,59,0.068,0.0308,0.0532,,0.7307,82.7365,82.7365,3736.4759,1769134548.685169,17.14,18,105,0.11,9,0,0,14.2,15.0
16.0,0,1769134449.3008,99.309,27,32,59,0.065,0.3329,0.7243,,1.6639,83.374,83.374,3819.8499,1769134550.3083622,16.98,18,106,0.097,9,0,0,14.2,15.0
36.0,1,1769134426.6652,100.9693,3279,1024,4303,0.4031,0.0345,0.0698,,29.1623,94.1317,94.1317,3913.9816,1769134556.8098702,16.82,18,107,0.18,9,0,0,14.2,15.0
10.0,1,1769134452.8237,76.2098,3260,1026,4286,0.4204,0.0358,0.0656,,29.9277,96.1374,96.1374,4010.119,1769134558.9776244,16.67,18,108,0.176,9,0,0,14.2,15.0
26.0,0,1769134440.1807,119.0165,27,32,59,0.0837,0.0281,0.031,,0.7845,93.1002,93.1002,4103.2192,1769134559.982788,16.51,18,109,0.138,9,0,0,14.2,15.0
42.0,0,1769134424.3428,135.8402,27,32,59,0.0713,0.0317,0.0375,,0.7801,93.9115,93.9115,4197.1308,1769134560.964513,16.36,18,110,0.139,9,0,0,14.2,15.0
34.0,1,1769134430.9617,114.4808,3058,802,3860,1.0749,0.0328,0.0712,,23.7477,104.2285,104.2285,4301.3593,1769134569.209095,16.22,18,111,0.088,8,0,0,14.2,15.0
23.0,1,1769134440.5209,98.9742,2980,1022,4002,0.3602,0.034,0.0691,,30.4085,106.3827,106.3827,4407.742,1769134569.9190161,16.07,18,112,0.154,9,0,0,14.2,15.0
19.0,0,1769134448.1035,121.9568,27,0,27,,,,,0.0613,103.0181,103.0181,4510.7601,1769134570.122176,15.93,18,113,0.155,9,0,0,14.2,15.0
37.0,0,1769134429.5433,139.8498,27,32,59,0.0634,0.042,0.0424,,0.8476,102.9133,102.9133,4613.6734,1769134570.2417204,15.79,18,114,0.167,9,0,0,14.2,15.0
45.0,1,1769134418.6393,121.8308,3952,1020,4972,0.5272,0.0348,0.0675,,30.1939,107.0247,107.0247,4720.698,1769134570.6843586,15.65,18,115,0.164,9,0,0,14.2,15.0
30.0,0,1769134437.1044,133.2776,27,32,59,0.0874,0.0418,0.0439,,0.8602,103.3651,103.3651,4824.0631,1769134571.243261,15.52,18,116,0.155,8,0,0,14.2,15.0
30.0,0,1769134437.1151,133.4276,27,32,59,0.0696,0.0393,0.0462,,0.8164,103.4971,103.4971,4927.5602,1769134571.3607757,15.38,18,117,0.156,9,0,0,14.2,15.0
11.0,0,1769134456.1611,114.7117,27,32,59,0.0667,0.0452,0.0494,,0.8448,103.7784,103.7784,5031.3387,1769134571.718581,15.25,18,118,0.14,9,0,0,14.2,15.0
45.0,0,1769134422.4372,148.9867,27,32,59,0.0685,0.05,0.3585,,1.1726,104.0551,104.0551,5135.3938,1769134572.5992098,15.13,18,119,0.14,8,0,0,14.2,15.0
24.0,0,1769134443.4944,128.1244,27,32,59,0.063,0.0514,0.3584,,1.1599,104.1874,104.1874,5239.5812,1769134572.7816286,15.0,18,120,0.141,9,0,0,14.2,15.0
20.0,0,1769134447.8627,124.8543,27,0,27,,,,,0.0723,104.9267,104.9267,5344.5078,1769134572.7899477,14.88,18,121,0.152,9,0,0,14.2,15.0
38.0,1,1769134425.7277,117.7848,3044,1027,4071,0.3755,0.0369,0.0713,,30.112,109.8968,109.8968,5454.4047,1769134573.6390448,14.75,18,122,0.12,7,0,0,14.2,15.0
27.0,0,1769134440.9852,132.0503,27,32,59,0.0622,0.0366,0.0473,,0.8122,105.1125,105.1125,5559.5172,1769134573.849354,14.63,18,123,0.152,8,0,0,14.2,15.0
30.0,0,1769134438.0205,135.1765,27,32,59,0.0688,0.0568,0.779,,1.5764,105.2453,105.2453,5664.7625,1769134574.7757897,14.52,18,124,0.152,9,0,0,14.2,15.0
32.0,1,1769134432.6689,112.6142,3130,1027,4157,1.2334,0.0371,0.0696,,30.9736,111.5878,111.5878,5888.0262,1769134576.267525,14.4,18,126,0.088,8,0,0,14.2,15.0
42.0,1,1769134422.5814,122.5605,5207,1028,6235,0.7386,0.0366,0.3055,,31.1154,111.6759,111.6759,5888.0262,1769134576.2916842,14.29,18,126,0.072,8,0,0,14.2,15.0
16.0,0,1769134452.9647,123.574,27,0,27,,,,,0.0629,107.6368,107.6368,5995.663,1769134576.602228,14.17,18,127,0.142,8,0,0,14.2,15.0
13.0,0,1769134456.2962,120.5501,27,32,59,0.4067,0.0334,0.0366,,1.1489,107.9568,107.9568,6103.6198,1769134577.9979768,14.06,18,128,0.155,9,0,0,14.2,15.0
44.0,1,1769134421.3733,127.5788,5971,1026,6997,0.7927,0.0354,0.0679,,30.4962,114.075,114.075,6217.6948,1769134579.4685743,13.95,18,129,0.098,9,0,0,14.2,15.0
35.0,1,1769134430.986,119.6088,3004,1028,4032,0.3736,0.0363,0.0593,,29.8545,114.4633,114.4633,6332.158,1769134580.4637423,13.85,18,130,0.118,9,0,0,14.2,15.0
32.0,0,1769134437.4014,142.3125,27,32,59,0.0616,0.0344,0.0363,,0.7882,110.374,110.374,6442.5321,1769134580.5029209,13.74,18,131,0.145,9,0,0,14.2,15.0
18.0,1,1769134448.5245,112.6515,9559,644,10203,1.4354,0.0428,0.3518,,20.7268,115.3784,115.3784,6557.9104,1769134581.9331043,13.64,18,132,0.14,9,0,0,14.2,15.0
34.0,0,1769134436.0021,146.111,27,32,59,0.063,0.0316,0.0342,,0.7543,112.1741,112.1741,6670.0845,1769134582.8685129,13.53,18,133,0.128,9,0,0,14.2,15.0
26.0,1,1769134440.1017,116.99,8588,1024,9612,1.2931,0.037,0.0642,,32.6935,123.6834,123.6834,6793.7679,1769134589.816802,13.43,18,134,0.123,9,0,0,14.2,15.0
35.0,1,1769134435.039,147.9149,10463,342,10805,1.6831,0.0353,0.0388,,10.3036,123.2185,123.2185,6916.9864,1769134593.2922692,13.33,18,135,0.129,9,0,0,14.2,15.0
45.0,1,1769134422.8182,149.1399,3155,1012,4167,0.4154,0.0359,0.0631,,29.8976,134.0375,134.0375,7051.0239,1769134601.8740087,13.24,18,136,0.141,9,0,0,14.2,15.0
12.0,0,1769134458.1689,143.8766,27,30,57,0.0656,0.0317,0.0326,,0.7578,131.9423,131.9423,7182.9662,1769134602.8043656,13.14,18,137,0.128,9,0,0,14.2,15.0
43.0,1,1769134425.1277,148.7358,3581,1026,4607,0.4635,0.0355,0.1977,,29.8317,135.5675,135.5675,7453.81,1769134603.7150753,12.95,18,139,0.14,8,0,0,14.2,15.0
15.0,1,1769134453.4184,120.5939,3367,1026,4393,0.6818,0.0349,0.0669,,29.6824,135.2763,135.2763,7453.81,1769134603.7158587,13.04,18,139,0.151,9,0,0,14.2,15.0
28.0,1,1769134440.5882,134.3444,3545,1021,4566,0.4385,0.0339,0.0638,,29.0448,135.3892,135.3892,7589.1992,1769134603.9980667,12.86,18,140,0.162,9,0,0,14.2,15.0
13.0,0,1769134457.2305,146.6108,27,32,59,0.0696,0.0607,0.3399,,1.1097,133.6805,133.6805,7722.8797,1769134604.952414,12.77,18,141,0.113,8,0,0,14.2,15.0
28.0,0,1769134442.5143,161.4916,27,32,59,0.0631,0.0679,0.3346,,1.0733,133.5547,133.5547,7856.4344,1769134605.080132,12.68,18,142,0.098,8,0,0,14.2,15.0
43.0,1,1769134426.1764,150.5225,3970,1026,4996,0.5454,0.0348,0.0611,,28.9082,136.4308,136.4308,7992.8652,1769134605.6313372,12.59,18,143,0.142,8,0,0,14.2,15.0
50.0,0,1769134420.718,184.6169,27,14,41,0.0528,0.027,0.027,,0.3482,134.6697,134.6697,8127.5349,1769134605.6839192,12.5,18,144,0.11,9,0,0,14.2,15.0
